timestamp_ns,cpu_usage_usec,memory_current_bytes,memory_peak_bytes,pids_current,load1,load5,load15
1786790011969634834,13599305514,16074022912,17764347904,470,10.62,2.73,0.92
1786790013005929759,13610036811,16040648704,17764347904,470,10.62,2.73,0.92
1786790014040039426,13621021973,16105545728,17764347904,470,10.62,2.73,0.92
1786790015091818033,13631488909,16036605952,17764347904,470,10.62,2.73,0.92
1786790016127473213,13642303227,16058949632,17764347904,470,10.62,2.73,0.92
1786790017174957077,13654692939,16102772736,17764347904,470,12.17,3.18,1.08
1786790018215603605,13664953757,16083267584,17764347904,470,12.17,3.18,1.08
1786790019251175739,13676188149,16060264448,17764347904,470,12.17,3.18,1.08
1786790020300327969,13687527102,16157167616,17764347904,470,12.17,3.18,1.08
1786790021374979675,13699921753,16107548672,17764347904,470,13.52,3.61,1.23
1786790022414177321,13710373053,16148721664,17764347904,470,13.52,3.61,1.23
1786790023451760003,13720185318,16125014016,17764347904,470,13.52,3.61,1.23
1786790024498918673,13733294731,16103870464,17764347904,471,13.52,3.61,1.23
1786790025543675239,13744319116,16182214656,17764347904,471,13.52,3.61,1.23
1786790026578182074,13755337647,16107782144,17764347904,471,14.44,3.96,1.35
1786790027634508066,13765809455,16182493184,17764347904,471,14.44,3.96,1.35
1786790028701268511,13778145807,16109531136,17764347904,471,14.44,3.96,1.35
1786790029734595671,13789630729,16111448064,17764347904,471,14.44,3.96,1.35
1786790030777051805,13799950907,16110202880,17764347904,471,14.44,3.96,1.35
1786790031816230419,13811787676,16153235456,17764347904,471,14.00,4.05,1.39
1786790032846858954,13822996838,16129024000,17764347904,471,14.00,4.05,1.39
1786790033891147788,13834599174,16132341760,17764347904,471,14.00,4.05,1.39
1786790034930502748,13844722396,16118808576,17764347904,471,14.00,4.05,1.39
1786790035977487773,13856237367,16115421184,17764347904,471,14.00,4.05,1.39
1786790037060879623,13868444166,16098476032,17764347904,471,15.12,4.45,1.54
1786790038121284926,13879129712,16116494336,17764347904,471,15.12,4.45,1.54
1786790039155362278,13890323807,16142376960,17764347904,471,15.12,4.45,1.54
1786790040198766635,13900703060,16091869184,17764347904,471,15.12,4.45,1.54
1786790041237220937,13911636841,16115191808,17764347904,471,15.12,4.45,1.54
1786790042298517004,13923715841,16132534272,17764347904,471,17.03,5.02,1.74
1786790043356289802,13934680065,16108658688,17764347904,471,17.03,5.02,1.74
1786790044420276081,13945872880,16107134976,17764347904,471,17.03,5.02,1.74
1786790045461280004,13957817743,16105971712,17764347904,471,17.03,5.02,1.74
1786790046540277204,13968857180,16134610944,17764347904,471,16.95,5.20,1.82
1786790047575521089,13980621440,16196743168,17764347904,471,16.95,5.20,1.82
1786790048618311715,13991374945,16152014848,17764347904,471,16.95,5.20,1.82
1786790049670401127,14002784147,16172036096,17764347904,471,16.95,5.20,1.82
1786790050703611205,14013937974,16152911872,17764347904,471,16.95,5.20,1.82
1786790051765228744,14025942003,16148418560,17764347904,471,17.52,5.52,1.94
1786790052813940480,14037162539,16202223616,17764347904,471,17.52,5.52,1.94
1786790053876812427,14048144461,16168964096,17764347904,471,17.52,5.52,1.94
1786790054914964885,14060374962,16186155008,17764347904,471,17.52,5.52,1.94
1786790055964431255,14071411064,16191037440,17764347904,471,17.52,5.52,1.94
1786790057000383574,14081711523,16195756032,17764347904,471,17.23,5.66,2.00
1786790058039724075,14093253683,16173170688,17764347904,471,17.23,5.66,2.00
1786790059107482042,14105869085,16174305280,17764347904,471,17.23,5.66,2.00
1786790060144441696,14116293371,16211288064,17764347904,471,17.23,5.66,2.00
1786790061183819660,14127136140,16173793280,17764347904,471,17.23,5.66,2.00
1786790062241464041,14140225335,16194613248,17764347904,471,16.97,5.80,2.07
1786790063304084884,14150700529,16179236864,17764347904,471,16.97,5.80,2.07
1786790064358171679,14162264174,16174960640,17764347904,471,16.97,5.80,2.07
1786790065405201857,14174613266,16177139712,17764347904,471,16.97,5.80,2.07
1786790066464862841,14186209460,16185499648,17764347904,471,18.26,6.25,2.23
1786790067531531034,14197790041,16184139776,17764347904,471,18.26,6.25,2.23
1786790068575623323,14207648807,16155054080,17764347904,471,18.26,6.25,2.23
1786790069636376813,14220401926,16193773568,17764347904,470,18.26,6.25,2.23
1786790070679743117,14232027762,16152117248,17764347904,470,18.26,6.25,2.23
1786790071753301742,14243599408,16151142400,17764347904,470,18.00,6.39,2.30
1786790072809100504,14254748979,16185626624,17764347904,470,18.00,6.39,2.30
1786790073845500057,14265254571,16139382784,17764347904,470,18.00,6.39,2.30
1786790074889167694,14276423500,16134303744,17764347904,470,18.00,6.39,2.30
1786790075923702681,14287883629,16130674688,17764347904,470,18.00,6.39,2.30
1786790076962952250,14299090012,16197500928,17764347904,470,18.80,6.75,2.44
1786790078011249340,14308903795,16168075264,17764347904,470,18.80,6.75,2.44
1786790079053255693,14320637295,16139071488,17764347904,470,18.80,6.75,2.44
1786790080099686345,14331601546,16194056192,17764347904,470,18.80,6.75,2.44
1786790081144307033,14343084334,16163946496,17764347904,470,18.80,6.75,2.44
1786790082186006710,14353557570,16192405504,17764347904,470,18.81,6.95,2.53
1786790083215930774,14364750613,16145252352,17764347904,470,18.81,6.95,2.53
1786790084266047585,14377099134,16144076800,17764347904,470,18.81,6.95,2.53
1786790085324592601,14388012745,16154550272,17764347904,470,18.81,6.95,2.53
1786790086369433188,14399346744,16131661824,17764347904,470,18.67,7.12,2.61
1786790087424266495,14410670761,16155987968,17764347904,471,18.67,7.12,2.61
1786790088471377305,14421953667,16160018432,17764347904,471,18.67,7.12,2.61
1786790089510497965,14432287786,16189001728,17764347904,471,18.67,7.12,2.61
1786790090582912400,14444960180,16140849152,17764347904,471,18.67,7.12,2.61
1786790091623369448,14455917529,16148979712,17764347904,471,19.90,7.57,2.78
1786790092661200394,14466905000,16190152704,17764347904,471,19.90,7.57,2.78
1786790093706085037,14478066864,16146882560,17764347904,471,19.90,7.57,2.78
1786790094752434027,14489500066,16179609600,17764347904,471,19.90,7.57,2.78
1786790095791486333,14500130620,16153923584,17764347904,471,19.90,7.57,2.78
1786790096867936592,14512015127,16183947264,17764347904,471,19.58,7.71,2.85
1786790097910964519,14522929289,16189849600,17764347904,471,19.58,7.71,2.85
1786790098953947520,14534423691,16187371520,17764347904,471,19.58,7.71,2.85
1786790100015437786,14545881887,16162361344,17764347904,471,19.58,7.71,2.85
1786790101055850269,14557743157,16140840960,17764347904,471,19.58,7.71,2.85
1786790102090304069,14567596018,16142483456,17764347904,471,18.66,7.71,2.87
1786790103129374569,14578795764,16189349888,17764347904,471,18.66,7.71,2.87
1786790104162402818,14589991267,16143470592,17764347904,471,18.66,7.71,2.87
1786790105197671955,14601371726,16156340224,17764347904,471,18.66,7.71,2.87
1786790106243318236,14612458786,16150478848,17764347904,471,17.96,7.75,2.91
1786790107282141936,14623470536,16158236672,17764347904,471,17.96,7.75,2.91
1786790108320007882,14634604019,16186134528,17764347904,471,17.96,7.75,2.91
1786790109370436230,14646987796,16171380736,17764347904,471,17.96,7.75,2.91
1786790110424214851,14657728329,16199573504,17764347904,471,17.96,7.75,2.91
1786790111471829713,14668396524,16196882432,17764347904,471,17.49,7.82,2.96
1786790112517237515,14679634681,16212287488,17764347904,471,17.49,7.82,2.96
1786790113560619527,14691185216,16216915968,17764347904,471,17.49,7.82,2.96
1786790114589730286,14701782735,16269959168,17764347904,471,17.49,7.82,2.96
1786790115638552938,14712534702,16305799168,17764347904,471,17.49,7.82,2.96
1786790116684060909,14723554915,16260018176,17764347904,471,16.73,7.83,2.99
1786790117726167425,14735477491,16266772480,17764347904,471,16.73,7.83,2.99
1786790118765986470,14746356280,16233922560,17764347904,471,16.73,7.83,2.99
1786790119813190435,14757432015,16241459200,17764347904,471,16.73,7.83,2.99
1786790120857563102,14767968664,16225890304,17764347904,471,16.73,7.83,2.99
1786790121911863345,14780133800,16275513344,17764347904,471,16.35,7.89,3.04
1786790122953154583,14791599904,16249364480,17764347904,471,16.35,7.89,3.04
1786790123987444733,14802129680,16289886208,17764347904,471,16.35,7.89,3.04
1786790125035122341,14813742138,16265519104,17764347904,471,16.35,7.89,3.04
1786790126106817743,14825044709,16337641472,17764347904,471,16.35,7.89,3.04
1786790127146623782,14836197821,16266838016,17764347904,471,15.68,7.90,3.06
1786790128210316039,14847791807,16316747776,17764347904,471,15.68,7.90,3.06
1786790129248663334,14858269347,16269938688,17764347904,471,15.68,7.90,3.06
1786790130327042260,14870392588,16298668032,17764347904,471,15.68,7.90,3.06
1786790131365550510,14881186742,16268099584,17764347904,471,15.94,8.08,3.15
1786790132395763068,14892252615,16268345344,17764347904,471,15.94,8.08,3.15
1786790133429802410,14903284014,16267571200,17764347904,470,15.94,8.08,3.15
1786790134469675633,14915140855,16276078592,17764347904,470,15.94,8.08,3.15
1786790135505643255,14925554282,16256733184,17764347904,470,15.94,8.08,3.15
1786790136546309103,14937084025,16289423360,17764347904,470,16.03,8.23,3.23
1786790137591832846,14947660286,16313016320,17764347904,470,16.03,8.23,3.23
1786790138636860747,14959448458,16243851264,17764347904,470,16.03,8.23,3.23
1786790139678680843,14969529071,16327921664,17764347904,470,16.03,8.23,3.23
1786790140723459330,14981566003,16262426624,17764347904,470,16.03,8.23,3.23
1786790141774246465,14992350189,16295849984,17764347904,470,15.63,8.28,3.27
1786790142809671886,15003681188,16272449536,17764347904,470,15.63,8.28,3.27
1786790143856378459,15014416638,16267653120,17764347904,470,15.63,8.28,3.27
1786790144891340235,15025056853,16221491200,17764347904,470,15.63,8.28,3.27
1786790145922615408,15036242505,16238424064,17764347904,470,15.63,8.28,3.27
1786790146970221112,15047077957,16290435072,17764347904,471,16.62,8.60,3.40
1786790148004720849,15057647460,16270217216,17764347904,471,16.62,8.60,3.40
1786790149039841635,15068966105,16247349248,17764347904,471,16.62,8.60,3.40
1786790150096044513,15080054773,16278499328,17764347904,471,16.62,8.60,3.40
1786790151142368473,15090481995,16322478080,17764347904,471,16.62,8.60,3.40
1786790152218608667,15102992630,16293449728,17764347904,471,17.05,8.83,3.50
1786790153295442208,15114268145,16299339776,17764347904,471,17.05,8.83,3.50
1786790154335689165,15124770056,16305356800,17764347904,471,17.05,8.83,3.50
1786790155368171538,15136612633,16298921984,17764347904,471,17.05,8.83,3.50
1786790156414623217,15147660889,16327753728,17764347904,471,16.64,8.88,3.55
1786790157456756380,15159257669,16307355648,17764347904,471,16.64,8.88,3.55
1786790158498493096,15168898006,16290140160,17764347904,471,16.64,8.88,3.55
1786790159549836074,15180776577,16305561600,17764347904,471,16.64,8.88,3.55
1786790160619487419,15192073945,16313151488,17764347904,471,16.64,8.88,3.55
1786790161678839757,15203246515,16367865856,17764347904,471,16.19,8.91,3.59
1786790162749010867,15213964057,16324476928,17764347904,471,16.19,8.91,3.59
1786790163789762257,15226082972,16344793088,17764347904,471,16.19,8.91,3.59
1786790164823949437,15236950371,16394190848,17764347904,471,16.19,8.91,3.59
1786790165861286647,15248109141,16350699520,17764347904,471,16.19,8.91,3.59
1786790166901395419,15259301198,16396619776,17764347904,471,15.70,8.93,3.62
1786790167938280533,15271324800,16398032896,17764347904,471,15.70,8.93,3.62
1786790168986414334,15282348563,16403529728,17764347904,471,15.70,8.93,3.62
1786790170028421473,15294494679,16425123840,17764347904,471,15.70,8.93,3.62
1786790171070584359,15305675317,16420626432,17764347904,471,15.70,8.93,3.62
1786790172118482144,15317395225,16402259968,17764347904,471,15.40,8.98,3.67
1786790173159742841,15328259626,16411914240,17764347904,471,15.40,8.98,3.67
1786790174199836198,15339698368,16397348864,17764347904,471,15.40,8.98,3.67
1786790175247591058,15351283274,16439193600,17764347904,471,15.40,8.98,3.67
1786790176303275917,15362729245,16393883648,17764347904,471,16.09,9.23,3.78
1786790177355692433,15374724578,16400416768,17764347904,471,16.09,9.23,3.78
1786790178395153314,15385644161,16457437184,17764347904,471,16.09,9.23,3.78
1786790179432558161,15397661548,16419053568,17764347904,471,16.09,9.23,3.78
1786790180467920299,15409338652,16420622336,17764347904,471,16.09,9.23,3.78
1786790181523708033,15420303375,16453234688,17764347904,471,15.68,9.26,3.82
1786790182586010386,15431978201,16430751744,17764347904,471,15.68,9.26,3.82
1786790183632559136,15443735202,16427720704,17764347904,471,15.68,9.26,3.82
1786790184686646061,15454340320,16405291008,17764347904,471,15.68,9.26,3.82
1786790185730923426,15466546462,16388263936,17764347904,471,15.68,9.26,3.82
1786790186776812423,15476897146,16400330752,17764347904,471,15.39,9.31,3.86
1786790187828906600,15488612437,16404721664,17764347904,471,15.39,9.31,3.86
1786790188908737995,15500512699,16389242880,17764347904,471,15.39,9.31,3.86
1786790189946505853,15511867913,16393830400,17764347904,471,15.39,9.31,3.86
1786790190991359048,15522735112,16391716864,17764347904,471,15.39,9.31,3.86
1786790192046138921,15533956975,16384102400,17764347904,470,14.95,9.32,3.89
1786790193089885403,15545699552,16395452416,17764347904,470,14.95,9.32,3.89
1786790194144336769,15557177726,16426889216,17764347904,470,14.95,9.32,3.89
1786790195200667518,15569054099,16400818176,17764347904,470,14.95,9.32,3.89
1786790196260895307,15579536463,16446590976,17764347904,470,15.12,9.45,3.96
1786790197314704714,15591600325,16425713664,17764347904,470,15.12,9.45,3.96
1786790198389450922,15603892731,16440467456,17764347904,470,15.12,9.45,3.96
1786790199429161722,15613458466,16432427008,17764347904,470,15.12,9.45,3.96
1786790200471487290,15625523530,16425103360,17764347904,470,15.12,9.45,3.96
1786790201529192175,15638203597,16427868160,17764347904,470,15.67,9.66,4.06
1786790202569469075,15649709155,16466472960,17764347904,470,15.67,9.66,4.06
1786790203614189687,15660698106,16481738752,17764347904,470,15.67,9.66,4.06
1786790204647337776,15671703849,16441491456,17764347904,470,15.67,9.66,4.06
1786790205685525012,15683827055,16462102528,17764347904,471,15.67,9.66,4.06
1786790206757771922,15696131771,16464560128,17764347904,471,16.02,9.83,4.15
1786790207802642809,15707956467,16471949312,17764347904,471,16.02,9.83,4.15
1786790208851560156,15719146871,16463335424,17764347904,471,16.02,9.83,4.15
1786790209899458868,15729667812,16473731072,17764347904,471,16.02,9.83,4.15
1786790210960945606,15741989504,16464564224,17764347904,471,16.02,9.83,4.15
1786790212012840067,15754181774,16473862144,17764347904,471,16.18,9.97,4.22
1786790213065457706,15765197761,16495505408,17764347904,471,16.18,9.97,4.22
1786790214109492687,15775811485,16473915392,17764347904,471,16.18,9.97,4.22
1786790215166646105,15787690242,16517550080,17764347904,471,16.18,9.97,4.22
1786790216229776860,15799752096,16477556736,17764347904,471,17.12,10.27,4.35
1786790217286393800,15811642296,16507854848,17764347904,471,17.12,10.27,4.35
1786790218328775587,15822160946,16494419968,17764347904,471,17.12,10.27,4.35
1786790219383963598,15833569284,16512253952,17764347904,471,17.12,10.27,4.35
1786790220464279727,15845007766,16490958848,17764347904,471,17.12,10.27,4.35
1786790221514368155,15857227269,16486449152,17764347904,471,16.87,10.33,4.40
1786790222558149293,15867955942,16502157312,17764347904,471,16.87,10.33,4.40
1786790223596049801,15879328118,16539324416,17764347904,471,16.87,10.33,4.40
1786790224633445175,15890808074,16445210624,17764347904,471,16.87,10.33,4.40
1786790225678226813,15902079834,16470913024,17764347904,471,16.87,10.33,4.40
1786790226712005658,15912487560,16475234304,17764347904,471,16.64,10.39,4.45
1786790227748941177,15923946910,16458981376,17764347904,471,16.64,10.39,4.45
1786790228800898460,15935363657,16463388672,17764347904,471,16.64,10.39,4.45
1786790229844514234,15946573160,16499060736,17764347904,471,16.64,10.39,4.45
1786790230881030393,15957752571,16481026048,17764347904,471,16.64,10.39,4.45
1786790231930763919,15969468261,16456364032,17764347904,471,16.35,10.43,4.50
1786790233001988777,15980475360,16485363712,17764347904,471,16.35,10.43,4.50
1786790234043190399,15991719519,16492146688,17764347904,471,16.35,10.43,4.50
1786790235103166365,16003009165,16492584960,17764347904,471,16.35,10.43,4.50
1786790236151546456,16014883040,16472731648,17764347904,471,16.35,10.43,4.50
1786790237196047453,16025843251,16482230272,17764347904,471,15.68,10.39,4.52
1786790238245550420,16036336820,16501190656,17764347904,471,15.68,10.39,4.52
1786790239287891214,16048044408,16470233088,17764347904,471,15.68,10.39,4.52
1786790240361701334,16060039949,16499777536,17764347904,471,15.68,10.39,4.52
1786790241408689637,16070876995,16478478336,17764347904,471,15.23,10.38,4.55
1786790242447858716,16081944882,16504561664,17764347904,471,15.23,10.38,4.55
1786790243483131658,16092868902,16497934336,17764347904,471,15.23,10.38,4.55
1786790244528849395,16104623219,16501231616,17764347904,471,15.23,10.38,4.55
1786790245588065149,16115884268,16494305280,17764347904,471,15.23,10.38,4.55
1786790246619413183,16126650191,16479752192,17764347904,471,14.73,10.36,4.57
1786790247670000025,16137846343,16499191808,17764347904,471,14.73,10.36,4.57
1786790248712202083,16150032965,16525074432,17764347904,471,14.73,10.36,4.57
1786790249781565692,16161739812,16480485376,17764347904,471,14.73,10.36,4.57
1786790250824718234,16172630508,16478253056,17764347904,470,14.73,10.36,4.57
1786790251862550840,16184603282,16502419456,17764347904,470,15.63,10.62,4.69
1786790252895761720,16195097955,16494084096,17764347904,470,15.63,10.62,4.69
1786790253970689249,16206317431,16463319040,17764347904,470,15.63,10.62,4.69
1786790255003515691,16218188420,16418852864,17764347904,470,15.63,10.62,4.69
1786790256045302530,16229591734,16422195200,17764347904,470,15.63,10.62,4.69
1786790257102456398,16240567121,16416268288,17764347904,470,15.10,10.59,4.71
1786790258152444593,16251810841,16415784960,17764347904,470,15.10,10.59,4.71
1786790259187030024,16263410212,16417030144,17764347904,470,15.10,10.59,4.71
1786790260228367324,16274549967,16446599168,17764347904,470,15.10,10.59,4.71
1786790261276405790,16286176930,16434315264,17764347904,470,15.17,10.68,4.77
1786790262346703438,16297416859,16473104384,17764347904,470,15.17,10.68,4.77
1786790263401780422,16308640183,16476033024,17764347904,471,15.17,10.68,4.77
1786790264437832875,16320477469,16450904064,17764347904,471,15.17,10.68,4.77
1786790265518402272,16331786684,16432652288,17764347904,471,15.17,10.68,4.77
1786790266566719525,16343765992,16442347520,17764347904,471,15.72,10.87,4.87
1786790267607104336,16353517157,16427278336,17764347904,471,15.72,10.87,4.87
1786790268644821660,16365208072,16426127360,17764347904,471,15.72,10.87,4.87
1786790269705270775,16377559028,16431132672,17764347904,471,15.72,10.87,4.87
1786790270753707844,16388394640,16433623040,17764347904,471,15.72,10.87,4.87
1786790271790815126,16398886420,16453332992,17764347904,471,16.14,11.04,4.95
1786790272838101902,16410524085,16414248960,17764347904,471,16.14,11.04,4.95
1786790273886397267,16421194463,16424316928,17764347904,471,16.14,11.04,4.95
1786790274948946560,16433078410,16425926656,17764347904,471,16.14,11.04,4.95
1786790276010981351,16443767768,16397422592,17764347904,471,16.14,11.04,4.95
1786790277048232184,16455329702,16423583744,17764347904,471,15.97,11.09,5.00
1786790278083701488,16465874288,16408829952,17764347904,471,15.97,11.09,5.00
1786790279149500284,16477357159,16443019264,17764347904,471,15.97,11.09,5.00
1786790280202358923,16488343477,16409808896,17764347904,471,15.97,11.09,5.00
1786790281252253017,16499741519,16454283264,17764347904,471,16.77,11.34,5.11
1786790282296152349,16510565084,16402780160,17764347904,471,16.77,11.34,5.11
1786790283330147110,16521892028,16438530048,17764347904,471,16.77,11.34,5.11
1786790284367698806,16531444675,16433156096,17764347904,471,16.77,11.34,5.11
1786790285411276644,16543165797,16458366976,17764347904,471,16.77,11.34,5.11
1786790286447840659,16554915061,16490246144,17764347904,471,16.55,11.38,5.16
1786790287490017641,16565526625,16467644416,17764347904,471,16.55,11.38,5.16
1786790288531810523,16576845601,16467259392,17764347904,471,16.55,11.38,5.16
1786790289588744509,16588239670,16495599616,17764347904,471,16.55,11.38,5.16
1786790290646125993,16599976533,16478973952,17764347904,471,16.55,11.38,5.16
1786790291702927922,16611336654,16528289792,17764347904,471,16.51,11.46,5.22
1786790292742028267,16622917154,16485195776,17764347904,471,16.51,11.46,5.22
1786790293786261461,16633923623,16506437632,17764347904,471,16.51,11.46,5.22
1786790294859312030,16645651937,16519864320,17764347904,471,16.51,11.46,5.22
1786790295894628512,16656821487,16508026880,17764347904,471,16.51,11.46,5.22
1786790296943007504,16667530985,16512335872,17764347904,471,16.47,11.53,5.28
1786790297999810353,16679666391,16557096960,17764347904,471,16.47,11.53,5.28
1786790299053346951,16690748872,16499830784,17764347904,471,16.47,11.53,5.28
1786790300102882059,16701900427,16508911616,17764347904,471,16.47,11.53,5.28
1786790301170167415,16713740553,16551759872,17764347904,471,17.15,11.76,5.38
1786790302239128230,16725616457,16555991040,17764347904,471,17.15,11.76,5.38
1786790303311549691,16737026605,16558292992,17764347904,471,17.15,11.76,5.38
1786790304359986439,16748612309,16572510208,17764347904,471,17.15,11.76,5.38
1786790305404136883,16759425177,16520347648,17764347904,471,17.15,11.76,5.38
1786790306446767227,16770757838,16507367424,17764347904,471,16.90,11.79,5.43
1786790307505007748,16781707510,16554680320,17764347904,471,16.90,11.79,5.43
1786790308558972784,16793626179,16532938752,17764347904,470,16.90,11.79,5.43
1786790309603871977,16805262037,16535384064,17764347904,470,16.90,11.79,5.43
1786790310644271967,16815071160,16554422272,17764347904,470,16.90,11.79,5.43
1786790311684583719,16827176936,16530542592,17764347904,470,16.82,11.86,5.49
1786790312735836188,16838416051,16604688384,17764347904,470,16.82,11.86,5.49
1786790313783969118,16849523242,16528814080,17764347904,470,16.82,11.86,5.49
1786790314845010362,16861455606,16538091520,17764347904,470,16.82,11.86,5.49
1786790315893072658,16871731844,16588718080,17764347904,470,16.82,11.86,5.49
1786790316941443981,16883577405,16561917952,17764347904,470,18.60,12.32,5.67
1786790317996096708,16895049199,16555999232,17764347904,470,18.60,12.32,5.67
1786790319032983131,16905122580,16565153792,17764347904,470,18.60,12.32,5.67
1786790320085115201,16918095327,16596283392,17764347904,470,18.60,12.32,5.67
1786790321141941019,16928670967,16666787840,17764347904,471,18.60,12.32,5.67
1786790322182867120,16939947884,16613072896,17764347904,471,18.07,12.31,5.70
1786790323247008980,16952188538,16618905600,17764347904,471,18.07,12.31,5.70
1786790324311097588,16963611844,16629067776,17764347904,471,18.07,12.31,5.70
1786790325367599183,16975516647,16625262592,17764347904,471,18.07,12.31,5.70
1786790326426671847,16986939619,16597970944,17764347904,471,17.26,12.24,5.71
1786790327472236136,16998617688,16600264704,17764347904,471,17.26,12.24,5.71
1786790328531006460,17010287283,16597250048,17764347904,471,17.26,12.24,5.71
1786790329592340669,17022089663,16635260928,17764347904,471,17.26,12.24,5.71
1786790330633250196,17032924959,16612126720,17764347904,471,17.26,12.24,5.71
1786790331688370213,17044329038,16641761280,17764347904,471,16.36,12.13,5.72
1786790332745664554,17056364478,16650391552,17764347904,471,16.36,12.13,5.72
1786790333805002575,17068250668,16668114944,17764347904,471,16.36,12.13,5.72
1786790334873365263,17080210904,16647974912,17764347904,471,16.36,12.13,5.72
1786790335922902577,17091176464,16668913664,17764347904,471,16.36,12.13,5.72
1786790336957391336,17102940726,16618201088,17764347904,471,16.01,12.13,5.75
1786790337991604176,17113677088,16645951488,17764347904,471,16.01,12.13,5.75
1786790339062686157,17125916852,16647032832,17764347904,471,16.01,12.13,5.75
1786790340109714580,17136966027,16635179008,17764347904,471,16.01,12.13,5.75
1786790341166551721,17148866002,16578727936,17764347904,471,16.01,12.13,5.75
1786790342217838874,17160043181,16555311104,17764347904,471,15.29,12.05,5.76
1786790343255870714,17170744321,16628408320,17764347904,471,15.29,12.05,5.76
1786790344291617065,17182421907,16583610368,17764347904,471,15.29,12.05,5.76
1786790345340586827,17193147394,16619106304,17764347904,471,15.29,12.05,5.76
1786790346384698938,17205016611,16557789184,17764347904,471,16.79,12.41,5.91
1786790347445788019,17216497612,16584884224,17764347904,471,16.79,12.41,5.91
1786790348494906663,17227556224,16625201152,17764347904,471,16.79,12.41,5.91
1786790349556798976,17238248693,16576430080,17764347904,471,16.79,12.41,5.91
1786790350619540188,17250040217,16565481472,17764347904,471,16.79,12.41,5.91
1786790351666004779,17260241772,16539865088,17764347904,471,16.08,12.34,5.92
1786790352718171810,17271884494,16513478656,17764347904,471,16.08,12.34,5.92
1786790353767855552,17283128075,16490246144,17764347904,471,16.08,12.34,5.92
1786790354804512796,17293711333,16493748224,17764347904,471,16.08,12.34,5.92
1786790355838417816,17303785188,16606040064,17764347904,471,16.08,12.34,5.92
1786790356879067490,17315606090,16507826176,17764347904,471,15.92,12.37,5.96
1786790357927299840,17326544214,16580055040,17764347904,471,15.92,12.37,5.96
1786790358965435975,17337377511,16585052160,17764347904,471,15.92,12.37,5.96
1786790359998517660,17347503074,16651116544,17764347904,471,15.92,12.37,5.96
1786790361043763652,17359531670,16553861120,17764347904,471,15.92,12.37,5.96
1786790362089026592,17370299593,16557600768,17764347904,471,16.16,12.48,6.03
1786790363132926765,17380746391,16547405824,17764347904,471,16.16,12.48,6.03
