timestamp_ns,cpu_usage_usec,memory_current_bytes,memory_peak_bytes,pids_current,load1,load5,load15
1786790364181459221,17392321961,16587087872,17764347904,471,16.16,12.48,6.03
1786790365220561700,17403048679,16607088640,17764347904,471,16.16,12.48,6.03
1786790366256369468,17413530061,16583491584,17764347904,470,16.31,12.57,6.10
1786790367298936408,17424714473,16585543680,17764347904,470,16.31,12.57,6.10
1786790368341824497,17435849578,16594391040,17764347904,470,16.31,12.57,6.10
1786790369380911154,17447075361,16604733440,17764347904,470,16.31,12.57,6.10
1786790370431515787,17457543724,16579616768,17764347904,470,16.31,12.57,6.10
1786790371483183712,17468530210,16579301376,17764347904,470,16.05,12.58,6.14
1786790372521439691,17478847945,16554381312,17764347904,470,16.05,12.58,6.14
1786790373564989605,17490365469,16553857024,17764347904,470,16.05,12.58,6.14
1786790374608455958,17501397903,16569155584,17764347904,470,16.05,12.58,6.14
1786790375661543612,17511892150,16587628544,17764347904,470,16.05,12.58,6.14
1786790376703600957,17521930317,16601886720,17764347904,470,15.40,12.50,6.15
1786790377740169524,17533170829,16548671488,17764347904,470,15.40,12.50,6.15
1786790378780073353,17543725832,16576286720,17764347904,471,15.40,12.50,6.15
1786790379831521639,17554344867,16575688704,17764347904,471,15.40,12.50,6.15
1786790380870580927,17565196145,16565080064,17764347904,471,15.40,12.50,6.15
1786790381912532555,17575848745,16565268480,17764347904,471,15.29,12.52,6.19
1786790382961796013,17586609237,16589873152,17764347904,471,15.29,12.52,6.19
1786790384001575310,17597598300,16634634240,17764347904,471,15.29,12.52,6.19
1786790385045855986,17608238774,16655314944,17764347904,471,15.29,12.52,6.19
1786790386100593932,17619347644,16626376704,17764347904,471,15.29,12.52,6.19
1786790387151627507,17630593742,16605540352,17764347904,471,16.39,12.80,6.31
1786790388199099889,17640960436,16668020736,17764347904,471,16.39,12.80,6.31
1786790389246636607,17651707951,16599367680,17764347904,471,16.39,12.80,6.31
1786790390325850838,17663329398,16647430144,17764347904,471,16.39,12.80,6.31
1786790391386702403,17674681609,16669609984,17764347904,471,16.60,12.90,6.38
1786790392433047586,17685477203,16629149696,17764347904,471,16.60,12.90,6.38
1786790393469045527,17696128510,16652890112,17764347904,471,16.60,12.90,6.38
1786790394505340962,17707485458,16650788864,17764347904,471,16.60,12.90,6.38
1786790395558493411,17719069370,16633876480,17764347904,471,16.60,12.90,6.38
1786790396595268477,17729604960,16631853056,17764347904,471,18.07,13.27,6.53
1786790397632826568,17740356436,16658329600,17764347904,471,18.07,13.27,6.53
1786790398678016360,17751797195,16684310528,17764347904,471,18.07,13.27,6.53
1786790399760906775,17763431041,16654708736,17764347904,471,18.07,13.27,6.53
1786790400798298301,17773731775,16700977152,17764347904,471,18.07,13.27,6.53
1786790401856844113,17785693371,16659595264,17764347904,471,17.26,13.18,6.54
1786790402912994980,17797034071,16678899712,17764347904,471,17.26,13.18,6.54
1786790403955851835,17808008634,16652787712,17764347904,471,17.26,13.18,6.54
1786790405025212183,17818531813,16643231744,17764347904,471,17.26,13.18,6.54
1786790406095439383,17830568521,16644984832,17764347904,471,17.26,13.18,6.54
1786790407152929507,17841951623,16673611776,17764347904,471,16.76,13.14,6.57
1786790408206349852,17852961363,16708136960,17764347904,471,16.76,13.14,6.57
1786790409259393938,17864845254,16680857600,17764347904,471,16.76,13.14,6.57
1786790410306128142,17875693077,16681607168,17764347904,471,16.76,13.14,6.57
1786790411363521798,17886771815,16670289920,17764347904,471,16.54,13.16,6.61
1786790412402856102,17897945670,16692154368,17764347904,471,16.54,13.16,6.61
1786790413443663905,17909289203,16706818048,17764347904,471,16.54,13.16,6.61
1786790414521646052,17921237944,16704446464,17764347904,471,16.54,13.16,6.61
1786790415572141370,17931738878,16681611264,17764347904,471,16.54,13.16,6.61
1786790416642873268,17943668783,16682971136,17764347904,471,16.10,13.12,6.63
1786790417696486817,17955834715,16683548672,17764347904,471,16.10,13.12,6.63
1786790418760496355,17966736355,16706166784,17764347904,471,16.10,13.12,6.63
1786790419795014111,17977481768,16693534720,17764347904,471,16.10,13.12,6.63
1786790420839457162,17989101276,16698834944,17764347904,471,16.10,13.12,6.63
1786790421883219962,18000009731,16789389312,17764347904,471,17.21,13.40,6.76
1786790422919769224,18011294246,16720384000,17764347904,471,17.21,13.40,6.76
1786790423991872003,18023922828,16727597056,17764347904,470,17.21,13.40,6.76
1786790425042547809,18035392022,16775806976,17764347904,470,17.21,13.40,6.76
1786790426076902560,18046176731,16752869376,17764347904,470,17.21,13.40,6.76
1786790427138768311,18057060965,16731676672,17764347904,470,16.87,13.40,6.79
1786790428181261831,18069610889,16735117312,17764347904,470,16.87,13.40,6.79
1786790429228081964,18081457265,16736387072,17764347904,470,16.87,13.40,6.79
1786790430294874604,18090993459,16806522880,17764347904,470,16.87,13.40,6.79
1786790431346316047,18102231806,16749342720,17764347904,470,18.33,13.75,6.94
1786790432392385056,18114809718,16741322752,17764347904,470,18.33,13.75,6.94
1786790433455389104,18125266628,16777314304,17764347904,470,18.33,13.75,6.94
1786790434497399588,18135578222,16737157120,17764347904,470,18.33,13.75,6.94
1786790435550049088,18147699269,16742805504,17764347904,470,18.33,13.75,6.94
1786790436606012702,18159666800,16745553920,17764347904,470,17.90,13.74,6.97
1786790437648130562,18171075930,16718581760,17764347904,471,17.90,13.74,6.97
1786790438690373030,18182031608,16734142464,17764347904,471,17.90,13.74,6.97
1786790439740593893,18193232831,16746991616,17764347904,471,17.90,13.74,6.97
1786790440778558784,18205337256,16720683008,17764347904,471,17.90,13.74,6.97
1786790441817671013,18216446708,16757927936,17764347904,471,18.15,13.86,7.05
1786790442880517811,18227028516,16733564928,17764347904,471,18.15,13.86,7.05
1786790443920122793,18239052688,16767254528,17764347904,471,18.15,13.86,7.05
1786790444967404024,18249949001,16753029120,17764347904,471,18.15,13.86,7.05
1786790446026739608,18261596947,16753942528,17764347904,471,18.15,13.86,7.05
1786790447074708729,18273951932,16733519872,17764347904,471,19.74,14.26,7.22
1786790448113007118,18283256353,16796864512,17764347904,471,19.74,14.26,7.22
1786790449169764990,18295387672,16777932800,17764347904,471,19.74,14.26,7.22
1786790450237058697,18308112859,16778747904,17764347904,471,19.74,14.26,7.22
1786790451288320615,18318487192,16828764160,17764347904,471,18.96,14.19,7.23
1786790452339534367,18329227626,16779911168,17764347904,471,18.96,14.19,7.23
1786790453405255187,18342816292,16784633856,17764347904,471,18.96,14.19,7.23
1786790454461562326,18353208475,16772788224,17764347904,471,18.96,14.19,7.23
1786790455516027113,18364895021,16796389376,17764347904,471,18.96,14.19,7.23
1786790456556155841,18376246532,16746172416,17764347904,471,19.44,14.37,7.33
1786790457596423284,18387199560,16815443968,17764347904,471,19.44,14.37,7.33
1786790458643892817,18398553140,16748617728,17764347904,471,19.44,14.37,7.33
1786790459681919132,18410018942,16773722112,17764347904,471,19.44,14.37,7.33
1786790460725824765,18421198842,16776761344,17764347904,471,19.44,14.37,7.33
1786790461795809161,18433036974,16751214592,17764347904,471,18.93,14.35,7.36
1786790462839427704,18444704168,16770723840,17764347904,471,18.93,14.35,7.36
1786790463882836446,18455539958,16772685824,17764347904,471,18.93,14.35,7.36
1786790464932903538,18467411899,16773214208,17764347904,471,18.93,14.35,7.36
1786790465966970237,18478473482,16822890496,17764347904,471,18.93,14.35,7.36
1786790467000955776,18489267536,16808280064,17764347904,471,18.53,14.34,7.39
1786790468045597929,18501070822,16797294592,17764347904,471,18.53,14.34,7.39
1786790469088234282,18511624348,16844410880,17764347904,471,18.53,14.34,7.39
1786790470129002373,18523553319,16805232640,17764347904,471,18.53,14.34,7.39
1786790471174210379,18534731511,16766119936,17764347904,471,18.17,14.34,7.43
1786790472214998805,18546211311,16810045440,17764347904,471,18.17,14.34,7.43
1786790473251684725,18557175209,16784359424,17764347904,471,18.17,14.34,7.43
1786790474305258574,18569554352,16789807104,17764347904,471,18.17,14.34,7.43
1786790475347738425,18580710158,16788508672,17764347904,471,18.17,14.34,7.43
1786790476397376535,18591872544,16799916032,17764347904,471,17.59,14.28,7.45
1786790477442448228,18603157829,16813019136,17764347904,471,17.59,14.28,7.45
1786790478490708549,18615098553,16790093824,17764347904,471,17.59,14.28,7.45
1786790479535520041,18626502249,16835780608,17764347904,471,17.59,14.28,7.45
1786790480592234767,18637525905,16788414464,17764347904,471,17.59,14.28,7.45
1786790481647756357,18649155562,16790257664,17764347904,471,17.14,14.24,7.47
1786790482698787925,18660307049,16818933760,17764347904,470,17.14,14.24,7.47
1786790483759300580,18671629489,16788938752,17764347904,470,17.14,14.24,7.47
1786790484801557756,18683741936,16812859392,17764347904,470,17.14,14.24,7.47
1786790485838776559,18695117108,16820080640,17764347904,470,17.14,14.24,7.47
1786790486884290374,18706169961,16843280384,17764347904,470,17.45,14.36,7.55
1786790487918486529,18716847252,16822136832,17764347904,470,17.45,14.36,7.55
1786790488958400780,18729363420,16806088704,17764347904,470,17.45,14.36,7.55
1786790490027207977,18740686508,16809074688,17764347904,470,17.45,14.36,7.55
1786790491064268018,18751978095,16807636992,17764347904,470,17.45,14.36,7.55
1786790492103225183,18762387714,16878579712,17764347904,470,17.74,14.47,7.62
1786790493146376053,18773658274,16767963136,17764347904,470,17.74,14.47,7.62
1786790494197941540,18785702609,16776011776,17764347904,471,17.74,14.47,7.62
1786790495231462551,18796607357,16786837504,17764347904,471,17.74,14.47,7.62
1786790496278428692,18807177393,16769134592,17764347904,471,19.52,14.89,7.79
1786790497334138578,18818749471,16775180288,17764347904,471,19.52,14.89,7.79
1786790498407874114,18830589920,16776351744,17764347904,471,19.52,14.89,7.79
1786790499458302744,18841890227,16806604800,17764347904,471,19.52,14.89,7.79
1786790500498251445,18852577927,16784240640,17764347904,471,19.52,14.89,7.79
1786790501545310115,18863723053,16808841216,17764347904,471,19.00,14.86,7.82
1786790502623022970,18875826555,16813395968,17764347904,471,19.00,14.86,7.82
1786790503682533301,18886708944,16800464896,17764347904,471,19.00,14.86,7.82
1786790504720579563,18897219522,16803819520,17764347904,471,19.00,14.86,7.82
1786790505761333211,18908601886,16717230080,17764347904,471,19.00,14.86,7.82
1786790506803025292,18919781371,16791420928,17764347904,471,18.04,14.73,7.82
1786790507842614088,18931162775,16720539648,17764347904,471,18.04,14.73,7.82
1786790508883861801,18941018511,16744464384,17764347904,471,18.04,14.73,7.82
1786790509918465124,18952296566,16708902912,17764347904,471,18.04,14.73,7.82
1786790510961317725,18963975442,16713879552,17764347904,471,18.04,14.73,7.82
1786790512011827544,18975158511,16714715136,17764347904,471,18.60,14.90,7.91
1786790513054773616,18985904655,16764407808,17764347904,471,18.60,14.90,7.91
1786790514093032202,18996894549,16724713472,17764347904,471,18.60,14.90,7.91
1786790515140724630,19007906859,16726228992,17764347904,471,18.60,14.90,7.91
1786790516179556546,19019218461,16754638848,17764347904,471,18.79,15.00,7.98
1786790517213409278,19029107342,16751046656,17764347904,471,18.79,15.00,7.98
1786790518261087878,19041276189,16760532992,17764347904,471,18.79,15.00,7.98
1786790519322744482,19051985639,16806625280,17764347904,471,18.79,15.00,7.98
1786790520385188818,19062692465,16795467776,17764347904,471,18.79,15.00,7.98
1786790521463107156,19074714738,16835506176,17764347904,471,18.89,15.08,8.05
1786790522524064786,19086219089,16807510016,17764347904,471,18.89,15.08,8.05
1786790523565125566,19096845715,16875065344,17764347904,471,18.89,15.08,8.05
1786790524609222357,19107778858,16877600768,17764347904,471,18.89,15.08,8.05
1786790525646732365,19119142314,16862146560,17764347904,471,18.89,15.08,8.05
1786790526680525107,19130071787,16838119424,17764347904,471,18.25,15.02,8.06
1786790527736412200,19141956370,16840327168,17764347904,471,18.25,15.02,8.06
1786790528777623324,19152397209,16849457152,17764347904,471,18.25,15.02,8.06
1786790529822286580,19164170875,16858247168,17764347904,471,18.25,15.02,8.06
1786790530908466334,19176258047,16831287296,17764347904,471,18.25,15.02,8.06
1786790531949540888,19187254252,16861368320,17764347904,471,17.51,14.92,8.07
1786790532985928785,19196437989,16853159936,17764347904,471,17.51,14.92,8.07
1786790534057724092,19209590754,16836591616,17764347904,471,17.51,14.92,8.07
1786790535099103035,19220282171,16895229952,17764347904,471,17.51,14.92,8.07
1786790536135636652,19230478493,16836120576,17764347904,471,17.51,14.92,8.07
1786790537194726883,19242283913,16839454720,17764347904,471,17.87,15.03,8.14
1786790538274350087,19254111587,16866156544,17764347904,471,17.87,15.03,8.14
1786790539316208979,19265145985,16863858688,17764347904,470,17.87,15.03,8.14
1786790540367672307,19276565788,16867414016,17764347904,470,17.87,15.03,8.14
1786790541408814538,19288710495,16843841536,17764347904,470,18.12,15.13,8.21
1786790542444778318,19299741912,16850890752,17764347904,470,18.12,15.13,8.21
1786790543483371196,19310305453,16848498688,17764347904,470,18.12,15.13,8.21
1786790544533897062,19321903140,16870367232,17764347904,470,18.12,15.13,8.21
1786790545605071189,19333852291,16870711296,17764347904,470,18.12,15.13,8.21
1786790546663157183,19344975453,16874610688,17764347904,470,17.55,15.06,8.23
1786790547710360697,19355842247,16896753664,17764347904,470,17.55,15.06,8.23
1786790548766612743,19366493651,16899289088,17764347904,470,17.55,15.06,8.23
1786790549812091091,19378469937,16861102080,17764347904,470,17.55,15.06,8.23
1786790550852377422,19390364104,16894595072,17764347904,470,17.55,15.06,8.23
1786790551894748370,19401378525,16862400512,17764347904,470,17.35,15.06,8.26
1786790552952063890,19412426782,16887128064,17764347904,471,17.35,15.06,8.26
1786790553985531112,19423125082,16916238336,17764347904,471,17.35,15.06,8.26
1786790555028053599,19434526272,16926621696,17764347904,471,17.35,15.06,8.26
1786790556071621050,19446480853,16852152320,17764347904,471,17.35,15.06,8.26
1786790557108006557,19457375066,16903311360,17764347904,471,17.00,15.03,8.29
1786790558155172228,19468643447,16853733376,17764347904,471,17.00,15.03,8.29
1786790559222051098,19480478046,16865419264,17764347904,471,17.00,15.03,8.29
1786790560273120222,19492093562,16894132224,17764347904,471,17.00,15.03,8.29
1786790561333898690,19502327930,16887943168,17764347904,471,16.36,14.93,8.29
1786790562380888588,19514603108,16866910208,17764347904,471,16.36,14.93,8.29
1786790563422856216,19525842259,16893194240,17764347904,471,16.36,14.93,8.29
1786790564459706427,19537442348,16869765120,17764347904,471,16.36,14.93,8.29
1786790565501776400,19548760288,16920838144,17764347904,471,16.36,14.93,8.29
1786790566537854343,19560370624,16856186880,17764347904,471,16.01,14.88,8.31
1786790567580567698,19571692255,16908820480,17764347904,471,16.01,14.88,8.31
1786790568623886621,19582910436,16889741312,17764347904,471,16.01,14.88,8.31
1786790569661906674,19594173293,16854192128,17764347904,471,16.01,14.88,8.31
1786790570698395604,19606157518,16879706112,17764347904,471,16.01,14.88,8.31
1786790571745862330,19616894872,16879972352,17764347904,471,15.37,14.76,8.31
1786790572784215553,19627948813,16864555008,17764347904,471,15.37,14.76,8.31
1786790573835418799,19639192637,16922279936,17764347904,471,15.37,14.76,8.31
1786790574916775311,19651281802,16895287296,17764347904,471,15.37,14.76,8.31
1786790575986375408,19663094825,16907497472,17764347904,471,15.37,14.76,8.31
1786790577043442360,19673973307,16905367552,17764347904,471,15.18,14.74,8.34
1786790578096117426,19686084355,16879796224,17764347904,471,15.18,14.74,8.34
1786790579156259757,19697350159,16934453248,17764347904,471,15.18,14.74,8.34
1786790580195191345,19708859220,16888115200,17764347904,471,15.18,14.74,8.34
1786790581240994260,19719902327,16894304256,17764347904,471,14.84,14.67,8.35
1786790582292187278,19731733473,16922824704,17764347904,471,14.84,14.67,8.35
1786790583353599428,19743833293,16925392896,17764347904,471,14.84,14.67,8.35
1786790584407629286,19754592347,16901472256,17764347904,471,14.84,14.67,8.35
1786790585450538912,19766977432,16938434560,17764347904,471,14.84,14.67,8.35
1786790586488396039,19777773417,16914636800,17764347904,471,14.45,14.60,8.36
1786790587543024434,19788854968,16950751232,17764347904,471,14.45,14.60,8.36
1786790588618167038,19800623102,16908648448,17764347904,471,14.45,14.60,8.36
1786790589676591295,19812104961,16934928384,17764347904,471,14.45,14.60,8.36
1786790590723110955,19824069337,16918188032,17764347904,471,14.45,14.60,8.36
1786790591770898508,19835573558,16947818496,17764347904,471,16.10,14.93,8.50
1786790592811169584,19846702273,16882982912,17764347904,471,16.10,14.93,8.50
1786790593852596803,19858183141,16911699968,17764347904,471,16.10,14.93,8.50
1786790594891590803,19869425861,16943132672,17764347904,471,16.10,14.93,8.50
1786790595929842238,19880973504,16967471104,17764347904,471,16.10,14.93,8.50
1786790596977482719,19893713617,16944668672,17764347904,471,16.65,15.07,8.58
1786790598028803432,19904436870,17023766528,17764347904,471,16.65,15.07,8.58
1786790599063852196,19915636873,16974458880,17764347904,470,16.65,15.07,8.58
1786790600121830345,19927470490,16922791936,17764347904,470,16.65,15.07,8.58
1786790601180623977,19938604167,16959717376,17764347904,470,16.04,14.97,8.58
1786790602218721929,19949389453,16943095808,17764347904,470,16.04,14.97,8.58
1786790603274782299,19961572265,16944611328,17764347904,470,16.04,14.97,8.58
1786790604316518516,19972100749,16972627968,17764347904,470,16.04,14.97,8.58
1786790605356110476,19982916253,16972587008,17764347904,470,16.04,14.97,8.58
1786790606407026405,19994621257,16933330944,17764347904,470,16.04,14.98,8.62
1786790607460225344,20005782905,16987783168,17764347904,470,16.04,14.98,8.62
1786790608494840558,20017278588,16939556864,17764347904,470,16.04,14.98,8.62
1786790609540941556,20027689903,16962187264,17764347904,470,16.04,14.98,8.62
1786790610575695089,20039023258,16942841856,17764347904,470,16.04,14.98,8.62
1786790611616263565,20050416707,16932073472,17764347904,471,15.71,14.93,8.64
1786790612663805230,20061405448,16928149504,17764347904,471,15.71,14.93,8.64
1786790613694238591,20072685507,16887529472,17764347904,471,15.71,14.93,8.64
1786790614728195160,20083765678,16917274624,17764347904,471,15.71,14.93,8.64
1786790615792402480,20095148196,16893820928,17764347904,471,15.71,14.93,8.64
1786790616832850022,20106569207,16922509312,17764347904,471,15.02,14.80,8.63
1786790617883412262,20117122589,16941821952,17764347904,471,15.02,14.80,8.63
1786790618970709655,20129439779,16879759360,17764347904,471,15.02,14.80,8.63
1786790620030165203,20141004273,16861810688,17764347904,471,15.02,14.80,8.63
1786790621072779576,20151559210,16905019392,17764347904,471,15.02,14.80,8.63
1786790622122843083,20163091450,16924839936,17764347904,471,14.77,14.76,8.65
1786790623177815722,20174161518,16934105088,17764347904,471,14.77,14.76,8.65
1786790624214467516,20185471860,16947703808,17764347904,471,14.77,14.76,8.65
1786790625264916718,20197287802,16980529152,17764347904,471,14.77,14.76,8.65
1786790626304101210,20208498343,16955568128,17764347904,471,16.07,15.03,8.77
1786790627347723138,20219767388,16961130496,17764347904,471,16.07,15.03,8.77
1786790628398306823,20230768909,16958234624,17764347904,471,16.07,15.03,8.77
1786790629457419170,20241959849,16928301056,17764347904,471,16.07,15.03,8.77
1786790630501366780,20254115805,16959766528,17764347904,471,16.07,15.03,8.77
1786790631551598655,20265070241,16976265216,17764347904,471,16.07,15.04,8.81
1786790632587543433,20274886856,16939814912,17764347904,471,16.07,15.04,8.81
1786790633624240363,20286396515,16941649920,17764347904,471,16.07,15.04,8.81
1786790634667794754,20297430739,16923041792,17764347904,471,16.07,15.04,8.81
1786790635704750080,20307026718,16923701248,17764347904,471,16.07,15.04,8.81
1786790636766976858,20319326848,16932818944,17764347904,471,19.02,15.67,9.05
1786790637814062483,20329949593,16979476480,17764347904,471,19.02,15.67,9.05
1786790638861667735,20340636484,16936431616,17764347904,471,19.02,15.67,9.05
1786790639916988861,20352640407,16939356160,17764347904,471,19.02,15.67,9.05
1786790640979689520,20363937411,16962809856,17764347904,471,19.02,15.67,9.05
1786790642016859759,20373705267,17001164800,17764347904,471,18.38,15.60,9.06
1786790643049546685,20385096167,16959344640,17764347904,471,18.38,15.60,9.06
1786790644096478742,20397017940,16976486400,17764347904,471,18.38,15.60,9.06
1786790645129477984,20406729360,17003503616,17764347904,471,18.38,15.60,9.06
1786790646170500047,20417893457,16976027648,17764347904,471,18.91,15.75,9.15
1786790647221124550,20429641563,17008685056,17764347904,471,18.91,15.75,9.15
1786790648252908097,20440563247,16987693056,17764347904,471,18.91,15.75,9.15
1786790649297514434,20451284086,16955949056,17764347904,471,18.91,15.75,9.15
1786790650349922657,20462860814,16974303232,17764347904,471,18.91,15.75,9.15
1786790651384770269,20473427340,17000071168,17764347904,471,18.60,15.74,9.18
1786790652424640618,20484693757,16968929280,17764347904,471,18.60,15.74,9.18
1786790653469917292,20495003774,16974888960,17764347904,471,18.60,15.74,9.18
1786790654509359946,20505773723,16957214720,17764347904,471,18.60,15.74,9.18
1786790655548211299,20517714680,16971718656,17764347904,471,18.60,15.74,9.18
1786790656587824723,20528553893,16942473216,17764347904,470,18.23,15.71,9.20
1786790657628975925,20539657705,16967249920,17764347904,470,18.23,15.71,9.20
1786790658680558865,20551343493,16931037184,17764347904,470,18.23,15.71,9.20
1786790659720039458,20561916305,16922587136,17764347904,470,18.23,15.71,9.20
1786790660767578179,20572949514,16938098688,17764347904,470,18.23,15.71,9.20
1786790661820070186,20584114770,16923127808,17764347904,470,17.89,15.68,9.23
1786790662873708276,20595447590,16913580032,17764347904,470,17.89,15.68,9.23
1786790663908330739,20606063327,16887828480,17764347904,470,17.89,15.68,9.23
1786790664949995834,20617483984,16915013632,17764347904,470,17.89,15.68,9.23
1786790665998128799,20628409653,16932061184,17764347904,470,17.89,15.68,9.23
1786790667034837100,20639463887,16957734912,17764347904,470,17.50,15.64,9.25
1786790668074776480,20650087268,16927461376,17764347904,470,17.50,15.64,9.25
1786790669135296727,20661170145,16905076736,17764347904,470,17.50,15.64,9.25
1786790670192273036,20672400007,16910995456,17764347904,470,17.50,15.64,9.25
1786790671238936538,20683281334,16955977728,17764347904,470,17.22,15.61,9.28
1786790672296624562,20693575203,16930197504,17764347904,470,17.22,15.61,9.28
1786790673330273491,20704523886,16903680000,17764347904,470,17.22,15.61,9.28
1786790674372675484,20715184263,16929882112,17764347904,471,17.22,15.61,9.28
1786790675420323793,20725796525,16915681280,17764347904,471,17.22,15.61,9.28
1786790676462345280,20737432571,16929681408,17764347904,471,16.40,15.47,9.26
1786790677523427068,20748276603,16957419520,17764347904,471,16.40,15.47,9.26
1786790678584693232,20759463780,16937312256,17764347904,471,16.40,15.47,9.26
1786790679615957505,20769198829,16927870976,17764347904,471,16.40,15.47,9.26
1786790680652041162,20780956811,16955957248,17764347904,471,16.40,15.47,9.26
1786790681703082312,20791639089,16931426304,17764347904,471,15.89,15.37,9.27
1786790682738236891,20802243028,17006616576,17764347904,471,15.89,15.37,9.27
1786790683773911086,20812869613,16959119360,17764347904,471,15.89,15.37,9.27
1786790684815305137,20823896391,16956891136,17764347904,471,15.89,15.37,9.27
1786790685859806105,20835554053,16958853120,17764347904,471,15.89,15.37,9.27
1786790686898448243,20845745620,16949800960,17764347904,471,15.42,15.29,9.27
1786790687943434190,20857198636,16951463936,17764347904,471,15.42,15.29,9.27
1786790688979759212,20867502750,16960245760,17764347904,471,15.42,15.29,9.27
1786790690013304560,20878144624,16996388864,17764347904,471,15.42,15.29,9.27
1786790691061242221,20890028408,16941084672,17764347904,471,15.42,15.29,9.27
1786790692095209099,20901691774,16937123840,17764347904,471,16.10,15.43,9.35
1786790693131837788,20912442255,16939249664,17764347904,471,16.10,15.43,9.35
1786790694178557486,20923768629,16973791232,17764347904,471,16.10,15.43,9.35
1786790695216347334,20934969425,16982151168,17764347904,471,16.10,15.43,9.35
1786790696265848798,20946174557,17022824448,17764347904,471,15.93,15.41,9.38
1786790697342712105,20957806308,17025306624,17764347904,471,15.93,15.41,9.38
1786790698392205541,20970318018,17010270208,17764347904,471,15.93,15.41,9.38
1786790699452635177,20981538943,17075142656,17764347904,471,15.93,15.41,9.38
1786790700513516810,20992948330,17020817408,17764347904,471,15.93,15.41,9.38
1786790701566844449,21004537846,17013174272,17764347904,471,16.66,15.57,9.46
1786790702611064522,21016715176,17045487616,17764347904,471,16.66,15.57,9.46
1786790703688397957,21028300045,17031753728,17764347904,471,16.66,15.57,9.46
1786790704731365675,21038826257,17034018816,17764347904,471,16.66,15.57,9.46
1786790705763529128,21050388840,17030762496,17764347904,471,16.66,15.57,9.46
1786790706809908644,21061671067,17050607616,17764347904,471,17.01,15.66,9.52
1786790707848847247,21073631068,17058496512,17764347904,471,17.01,15.66,9.52
1786790708893676517,21085057555,17058340864,17764347904,471,17.01,15.66,9.52
1786790709949138547,21096237554,17050902528,17764347904,471,17.01,15.66,9.52
1786790710990097722,21108013289,17051164672,17764347904,471,17.01,15.66,9.52
1786790712057286766,21119926719,17021939712,17764347904,471,18.77,16.04,9.68
1786790713112099943,21131282378,17061945344,17764347904,471,18.77,16.04,9.68
1786790714155863995,21142703283,17046904832,17764347904,471,18.77,16.04,9.68
1786790715210712376,21155022526,17042100224,17764347904,471,18.77,16.04,9.68
1786790716262979234,21165557637,17114210304,17764347904,471,17.91,15.91,9.67
1786790717360248660,21177071338,17017257984,17764347904,471,17.91,15.91,9.67
1786790718424102741,21189051134,17037942784,17764347904,471,17.91,15.91,9.67
1786790719481295352,21200777552,17040392192,17764347904,470,17.91,15.91,9.67
1786790720530133331,21212495332,17079476224,17764347904,470,17.91,15.91,9.67
1786790721592408350,21224363729,17086951424,17764347904,470,17.43,15.85,9.69
1786790722637939643,21234917662,17074655232,17764347904,470,17.43,15.85,9.69
1786790723680128532,21245659594,17039736832,17764347904,470,17.43,15.85,9.69
1786790724727588095,21258591823,17087606784,17764347904,470,17.43,15.85,9.69
1786790725792242831,21270973960,17080352768,17764347904,470,17.43,15.85,9.69
1786790726834863137,21281211764,17113534464,17764347904,470,17.16,15.81,9.71
1786790727871882134,21292259154,17054048256,17764347904,470,17.16,15.81,9.71
1786790728943337015,21304195654,17100169216,17764347904,470,17.16,15.81,9.71
1786790730017245947,21316963641,17080451072,17764347904,470,17.16,15.81,9.71
1786790731065210720,21327220899,17069486080,17764347904,471,17.16,15.81,9.71
1786790732119257893,21339156058,17096740864,17764347904,471,16.42,15.68,9.70
1786790733179968567,21350823109,17138585600,17764347904,471,16.42,15.68,9.70
1786790734218210263,21362489749,17162833920,17764347904,471,16.42,15.68,9.70
1786790735294153952,21373565884,17108541440,17764347904,471,16.42,15.68,9.70
1786790736378373543,21386444890,17107546112,17764347904,471,15.99,15.61,9.71
1786790737422883103,21396883158,17107066880,17764347904,471,15.99,15.61,9.71
1786790738474936379,21408031975,17086459904,17764347904,471,15.99,15.61,9.71
1786790739583578335,21421033356,17080942592,17764347904,471,15.99,15.61,9.71
1786790740624954221,21430941701,17125425152,17764347904,471,15.99,15.61,9.71
1786790741675844185,21442509177,17080532992,17764347904,471,16.79,15.78,9.79
1786790742723730934,21453679495,17077129216,17764347904,471,16.79,15.78,9.79
1786790743759124471,21463927982,17040834560,17764347904,471,16.79,15.78,9.79
1786790744809239694,21475888836,17097998336,17764347904,471,16.79,15.78,9.79
1786790745854334520,21486951028,17053356032,17764347904,471,16.79,15.78,9.79
1786790746904617635,21498029648,17062350848,17764347904,471,16.33,15.70,9.80
1786790747956934640,21509318205,17085206528,17764347904,471,16.33,15.70,9.80
1786790749010007054,21520743023,17102073856,17764347904,471,16.33,15.70,9.80
1786790750067542083,21531491166,17053675520,17764347904,471,16.33,15.70,9.80
1786790751120466044,21543568337,17081917440,17764347904,471,16.33,15.70,9.80
1786790752162576570,21554318953,17123655680,17764347904,471,16.14,15.67,9.82
1786790753211347251,21566450126,17079771136,17764347904,471,16.14,15.67,9.82
1786790754270566227,21578274699,17086603264,17764347904,471,16.14,15.67,9.82
1786790755333160586,21589344347,17080213504,17764347904,471,16.14,15.67,9.82
1786790756365306154,21600124889,17107128320,17764347904,471,15.97,15.64,9.85
1786790757411158001,21611334765,17121546240,17764347904,471,15.97,15.64,9.85
1786790758454699153,21624135141,17151795200,17764347904,471,15.97,15.64,9.85
