timestamp_ns,cpu_usage_usec,memory_current_bytes,memory_peak_bytes,pids_current,load1,load5,load15,disk_avail_bytes
1786816515589023655,126785377177,51220471808,51265245184,470,18.91,15.77,15.22,175757090816
1786816517632359696,126807245915,51233075200,51265245184,470,18.91,15.77,15.22,175756541952
1786816519694416820,126829638872,51226464256,51265245184,470,18.91,15.77,15.22,175754244096
1786816521757864209,126851103852,51202134016,51288043520,470,18.11,15.66,15.19,175753056256
1786816523842548987,126873264243,51258302464,51288043520,470,18.11,15.66,15.19,175751647232
1786816525908077278,126895456845,51272368128,51288043520,470,17.62,15.60,15.17,175750164480
1786816528099821887,126918949562,51222007808,51288043520,470,17.62,15.60,15.17,175749353472
1786816530167255829,126939028530,51215032320,51288043520,470,17.97,15.70,15.20,175747137536
1786816532231901996,126961055180,51195256832,51288043520,470,17.97,15.70,15.20,175746293760
1786816534350833804,126982892871,51205169152,51288043520,470,17.97,15.70,15.20,175743922176
1786816536397488364,127004296270,51270692864,51288043520,470,17.49,15.64,15.19,175742619648
1786816538460287478,127025324054,51255062528,51288043520,470,17.49,15.64,15.19,175740338176
1786816540546620842,127046175863,51266781184,51288621056,470,17.78,15.73,15.22,175738675200
1786816542593132853,127067350422,51299876864,51344637952,470,17.78,15.73,15.22,175736115200
1786816544655867224,127089704144,51288489984,51367038976,470,17.78,15.73,15.22,175736127488
1786816546722882693,127109284418,51353661440,51367038976,470,18.67,15.95,15.29,175732797440
1786816548767558159,127130318260,51345444864,51367038976,470,18.67,15.95,15.29,175731695616
1786816550810240940,127151599220,51344515072,51384279040,470,18.06,15.87,15.27,175729262592
1786816552866602584,127172634859,51321110528,51394691072,470,18.06,15.87,15.27,175728107520
1786816554944042758,127193285461,51329241088,51412504576,470,18.06,15.87,15.27,175728001024
1786816557026402744,127215503690,51405856768,51412504576,470,18.62,16.02,15.32,175725486080
1786816559069522171,127235923627,51409096704,51416035328,470,18.62,16.02,15.32,175724818432
1786816561125746959,127257849772,51345731584,51416035328,470,18.65,16.07,15.34,175723454464
1786816563196203113,127278799716,51339980800,51416035328,470,18.65,16.07,15.34,175721648128
1786816565244645509,127301078071,51344896000,51441872896,470,18.11,16.00,15.32,175721160704
1786816567304116189,127321815325,51373961216,51441872896,470,18.11,16.00,15.32,175718756352
1786816569393505482,127342604282,51397922816,51441872896,470,18.11,16.00,15.32,175716622336
1786816571441164509,127364728671,51355750400,51441872896,470,17.86,15.98,15.32,175716048896
1786816573499899501,127384564256,51410452480,51441872896,470,17.86,15.98,15.32,175712747520
1786816575543521109,127406024198,51340853248,51460263936,470,17.47,15.93,15.31,175712395264
1786816577589500438,127427643201,51384037376,51460263936,470,17.47,15.93,15.31,175710937088
1786816579637121787,127448969847,51361714176,51460263936,470,17.47,15.93,15.31,175709503488
1786816581685211382,127470546730,51334782976,51460263936,470,18.24,16.12,15.37,175707557888
1786816583740213086,127492511891,51362304000,51460263936,470,18.24,16.12,15.37,175706554368
1786816585790478000,127513805939,51372998656,51460263936,470,17.90,16.08,15.36,175704719360
1786816587846833594,127533834463,51356499968,51460263936,470,17.90,16.08,15.36,175702437888
1786816589934043417,127556061799,51343777792,51460263936,470,17.90,16.08,15.36,175700828160
1786816592013434876,127576815987,51381379072,51460263936,470,17.11,15.95,15.32,175698776064
1786816594055806073,127599505762,51340644352,51460263936,470,17.11,15.95,15.32,175697596416
1786816596108122570,127620818851,51325599744,51460263936,470,16.86,15.92,15.32,175695052800
1786816598155127302,127640545648,51348291584,51460263936,470,16.86,15.92,15.32,175692562432
1786816600204684962,127663805455,51326840832,51460263936,470,16.39,15.83,15.29,175691272192
1786816602253692527,127684025219,51419168768,51460263936,470,16.39,15.83,15.29,175689080832
1786816604301060703,127705437528,51340632064,51460263936,470,16.39,15.83,15.29,175687589888
1786816606341956354,127727322825,51381485568,51460263936,470,15.80,15.72,15.26,175686225920
1786816608398149180,127748834773,51382321152,51460263936,470,15.80,15.72,15.26,175685869568
1786816610457766127,127770631755,51375427584,51460263936,470,15.41,15.64,15.24,175683530752
1786816612504392275,127792980101,51388465152,51460263936,470,15.41,15.64,15.24,175681437696
1786816614553050134,127813751025,51412852736,51464716288,470,15.41,15.64,15.24,175680274432
1786816616606915651,127836316821,51431616512,51464716288,470,14.90,15.53,15.20,175678693376
1786816618652361487,127857164649,51382861824,51464716288,470,14.90,15.53,15.20,175676534784
1786816620698054838,127878347076,51353964544,51464716288,470,14.66,15.47,15.19,175674597376
1786816622744406370,127900771751,51434872832,51464716288,470,14.66,15.47,15.19,175674138624
1786816624793307816,127920998611,51399303168,51464716288,470,14.66,15.47,15.19,175672070144
1786816626888620778,127943383707,51394924544,51464716288,470,15.97,15.73,15.27,175670943744
1786816628963467097,127965097422,51410010112,51464716288,470,15.97,15.73,15.27,175669129216
1786816631034055095,127986739757,51437334528,51464716288,470,15.81,15.70,15.26,175667556352
1786816633077014195,128008662908,51386748928,51464716288,470,15.81,15.70,15.26,175665860608
1786816635130910801,128029677573,51411726336,51464716288,470,15.19,15.57,15.22,175664918528
1786816637176580370,128051529971,51394510848,51464716288,470,15.19,15.57,15.22,175663681536
1786816639234624447,128072369510,51357634560,51464716288,470,15.19,15.57,15.22,175662526464
1786816641304205533,128096080206,51430010880,51464716288,470,15.97,15.73,15.28,175661400064
1786816643355343643,128117165565,51405185024,51494563840,470,15.97,15.73,15.28,175660306432
1786816645407815766,128139536439,51427954688,51494563840,470,15.74,15.68,15.26,175659122688
1786816647453989802,128161844014,51462881280,51494563840,470,15.74,15.68,15.26,175657799680
1786816649501012151,128183820601,51413516288,51494563840,470,15.74,15.68,15.26,175656189952
1786816651547872461,128206321448,51443052544,51494563840,470,15.12,15.56,15.23,175656308736
1786816653591378974,128228260806,51445800960,51502583808,470,15.12,15.56,15.23,175654563840
1786816655628077381,128251149168,51421794304,51502583808,470,16.07,15.75,15.29,175652376576
1786816657671959784,128271513223,51415547904,51513978880,470,16.07,15.75,15.29,175651700736
1786816659757089591,128293592898,51512295424,51513978880,470,16.07,15.75,15.29,175649640448
1786816661804302879,128316160086,51424120832,51513978880,470,15.58,15.65,15.26,175649583104
1786816663857766567,128337646002,51423727616,51513978880,470,15.58,15.65,15.26,175648108544
1786816665902887891,128359333893,51456987136,51513978880,470,14.97,15.52,15.22,175646490624
1786816667967539749,128381466018,51454566400,51513978880,470,14.97,15.52,15.22,175645044736
1786816670018072883,128403099651,51488321536,51553218560,470,14.97,15.52,15.22,175644135424
1786816672066995363,128423287584,51549597696,51606339584,470,15.62,15.65,15.26,175642300416
1786816674111060124,128446989193,51495432192,51606339584,470,15.62,15.65,15.26,175641968640
1786816676162639321,128467794668,51530797056,51606339584,470,15.41,15.60,15.25,175638994944
1786816678204341094,128489417607,51521077248,51606339584,470,15.41,15.60,15.25,175638474752
1786816680246944075,128511868902,51551707136,51606339584,470,15.06,15.53,15.23,175635881984
1786816682290843132,128533882268,51552489472,51606339584,470,15.06,15.53,15.23,175635296256
1786816684348108458,128555841643,51551195136,51606339584,470,15.06,15.53,15.23,175633121280
1786816686429429050,128578231832,51530190848,51606339584,470,14.81,15.47,15.21,175632240640
1786816688496791692,128600404062,51551510528,51606339584,470,14.81,15.47,15.21,175630491648
1786816690545862042,128621425325,51526696960,51606339584,470,15.15,15.53,15.23,175629557760
1786816692645522614,128644755990,51554545664,51606339584,470,15.15,15.53,15.23,175628091392
1786816694696524769,128666070178,51555078144,51606339584,470,15.15,15.53,15.23,175627157504
1786816696744205609,128687941934,51532951552,51606339584,470,14.57,15.40,15.19,175625949184
1786816698787260508,128710160750,51569516544,51606339584,470,14.57,15.40,15.19,175624507392
1786816700831784564,128731530170,51568709632,51606339584,470,14.05,15.28,15.15,175623356416
1786816702879252933,128753103681,51529924608,51606339584,470,14.05,15.28,15.15,175621865472
1786816704923442834,128775452903,51544461312,51606339584,470,14.05,15.28,15.15,175620022272
1786816706967448724,128796023267,51495141376,51606339584,470,14.04,15.26,15.15,175618621440
1786816709015476656,128818203610,51531767808,51606339584,470,14.04,15.26,15.15,175616679936
1786816711064444323,128840545134,51538972672,51614601216,470,14.60,15.35,15.18,175616045056
1786816713111060446,128861333603,51565391872,51645931520,470,14.60,15.35,15.18,175613218816
1786816715163054613,128884408186,51544084480,51645931520,470,15.83,15.60,15.26,175612973056
1786816717218375598,128905604198,51586478080,51645931520,470,15.83,15.60,15.26,175610572800
1786816719272297013,128928023054,51536416768,51645931520,470,15.83,15.60,15.26,175610437632
1786816721329009552,128950515761,51570110464,51645931520,470,15.85,15.60,15.26,175608430592
1786816723377423782,128971155029,51555393536,51645931520,470,15.85,15.60,15.26,175607332864
1786816725428966186,128993835036,51611766784,51645931520,470,16.98,15.84,15.34,175605391360
1786816727473762127,129015296127,51596046336,51645931520,470,16.98,15.84,15.34,175604797440
1786816729521754431,129036941075,51612000256,51660259328,470,16.98,15.84,15.34,175603105792
1786816731568725540,129058808500,51597848576,51660259328,470,16.58,15.78,15.32,175602614272
1786816733667572606,129081186719,51732926464,51758931968,470,16.58,15.78,15.32,175599841280
1786816735702415005,129103310900,51605147648,51782025216,472,18.70,16.23,15.47,175599968256
1786816737760738346,129125300228,51629838336,51782025216,470,18.70,16.23,15.47,175596769280
1786816739842646226,129148605077,51613790208,51782025216,470,18.70,16.23,15.47,175595626496
1786816741891627717,129170281898,51637465088,51782025216,470,18.32,16.19,15.46,175594057728
1786816743935071145,129192965515,51619000320,51782025216,470,18.32,16.19,15.46,175592235008
1786816745975772091,129215861623,51621191680,51782025216,470,17.65,16.09,15.43,175591542784
1786816748012774631,129237371862,51626385408,51782025216,470,17.65,16.09,15.43,175589740544
1786816750052034901,129259297312,51617722368,51782025216,470,17.65,16.09,15.43,175589912576
1786816752094117309,129282929129,51666382848,51782025216,470,18.96,16.39,15.54,175588442112
1786816754142552133,129305010992,51619123200,51782025216,470,18.96,16.39,15.54,175587299328
1786816756184989290,129326450033,51647823872,51782025216,470,18.73,16.38,15.54,175586615296
1786816758229138403,129349381889,51646472192,51782025216,470,18.73,16.38,15.54,175586226176
1786816760281964431,129372072000,51624620032,51782025216,470,19.07,16.49,15.58,175585587200
1786816762380459090,129395332711,51606536192,51782025216,470,19.07,16.49,15.58,175583924224
1786816764436710373,129417192916,51671035904,51782025216,470,19.07,16.49,15.58,175582695424
1786816766492212018,129439713589,51702284288,51782025216,470,18.18,16.35,15.54,175581638656
1786816768561187001,129461524052,51682893824,51782025216,470,18.18,16.35,15.54,175579779072
1786816770646185255,129483707947,51642347520,51782025216,470,17.93,16.33,15.53,175578435584
1786816772696495773,129505861137,51640803328,51782025216,470,17.93,16.33,15.53,175576342528
1786816774749170700,129525900825,51612553216,51782025216,470,17.93,16.33,15.53,175574380544
1786816776805213085,129547299344,51636133888,51782025216,470,17.37,16.24,15.51,175573233664
1786816778849835630,129569875287,51631030272,51782025216,470,17.37,16.24,15.51,175570845696
1786816780917358552,129590276547,51660279808,51782025216,470,16.86,16.15,15.49,175570157568
1786816782964194985,129613561652,51662069760,51782025216,470,16.86,16.15,15.49,175568801792
1786816785013317919,129633850946,51653181440,51782025216,470,16.86,16.15,15.49,175565955072
1786816787056710731,129656469442,51680190464,51782025216,470,16.47,16.08,15.47,175566057472
1786816789108764968,129677684301,51703504896,51782025216,470,16.47,16.08,15.47,175563382784
1786816791158165611,129699014852,51691184128,51782025216,470,16.19,16.03,15.45,175561601024
1786816793209164232,129720155713,51622572032,51782025216,470,16.19,16.03,15.45,175559720960
1786816795253830819,129740438463,51674554368,51782025216,470,16.90,16.18,15.50,175557226496
1786816797297343883,129762063093,51632295936,51782025216,470,16.90,16.18,15.50,175555489792
1786816799353038486,129782775206,51664609280,51782025216,470,16.90,16.18,15.50,175554084864
1786816801416984876,129804681568,51669336064,51782025216,470,16.35,16.08,15.47,175553024000
1786816803487884951,129826152771,51698630656,51782025216,470,16.35,16.08,15.47,175551344640
1786816805527244347,129848061853,51720351744,51782025216,470,16.48,16.11,15.49,175550177280
1786816807576057043,129869716674,51704463360,51782025216,470,16.48,16.11,15.49,175548981248
1786816809616913826,129892129289,51702484992,51812380672,470,16.48,16.11,15.49,175546822656
1786816811670970768,129911586749,51706585088,51812380672,470,15.80,15.98,15.45,175546171392
1786816813730190284,129934427518,51711627264,51812380672,470,15.80,15.98,15.45,175543889920
1786816815792660456,129953994934,51706662912,51812380672,470,15.33,15.88,15.42,175542792192
1786816817867810734,129976540092,51736539136,51812380672,470,15.33,15.88,15.42,175540486144
1786816819915415999,129997994946,51771453440,51812380672,470,15.33,15.88,15.42,175539019776
1786816821961668746,130019520295,51771777024,51812380672,470,14.75,15.75,15.38,175538438144
1786816824007815130,130040778707,51805835264,51812380672,470,14.75,15.75,15.38,175536844800
1786816826053337261,130061651722,51732185088,51834753024,470,14.29,15.63,15.34,175535443968
1786816828100282498,130084045704,51711655936,51834753024,470,14.29,15.63,15.34,175533776896
1786816830143311405,130104404799,51737706496,51834753024,470,13.70,15.49,15.30,175532851200
1786816832184273209,130127313565,51718537216,51834753024,470,13.70,15.49,15.30,175531806720
1786816834231416627,130147109409,51766079488,51834753024,470,13.70,15.49,15.30,175529484288
1786816836276998150,130169994392,51715629056,51834753024,470,13.33,15.38,15.27,175529201664
1786816838331830746,130190685641,51734163456,51834753024,470,13.33,15.38,15.27,175527026688
1786816840381261923,130213290238,51711393792,51834753024,470,12.74,15.23,15.22,175525224448
1786816842448242893,130235269709,51766145024,51834753024,470,12.74,15.23,15.22,175524978688
1786816844492435883,130256565758,51720757248,51834753024,470,12.74,15.23,15.22,175522648064
1786816846543057128,130278493798,51721506816,51834753024,470,14.12,15.47,15.29,175520735232
1786816848590659263,130300885109,51710640128,51834753024,470,14.12,15.47,15.29,175519600640
1786816850639332121,130322200300,51731927040,51834753024,470,13.63,15.35,15.26,175517741056
1786816852688229504,130344042763,51763200000,51834753024,470,13.63,15.35,15.26,175516585984
1786816854734954564,130365335405,51713859584,51834753024,470,13.63,15.35,15.26,175514927104
1786816856788854391,130387638319,51791069184,51834753024,470,13.98,15.39,15.27,175513485312
1786816858843307169,130409207255,51734306816,51834753024,470,13.98,15.39,15.27,175512326144
1786816860900118496,130430235370,51721383936,51834753024,470,13.50,15.27,15.23,175510568960
1786816862989375262,130453026071,51753619456,51834753024,470,13.50,15.27,15.23,175508643840
1786816865038550035,130474050555,51749769216,51834753024,470,13.50,15.27,15.23,175506141184
1786816867088699751,130495792696,51746197504,51834753024,470,13.30,15.20,15.21,175504621568
1786816869138377753,130516757430,51826044928,51834753024,470,13.30,15.20,15.21,175503630336
1786816871189264114,130539798712,51805081600,51856080896,470,14.40,15.39,15.27,175501701120
1786816873247994078,130562195174,51809808384,51887411200,470,14.40,15.39,15.27,175501369344
1786816875297416284,130582938022,51858571264,51887411200,470,13.89,15.27,15.23,175498592256
1786816877351508256,130605898090,51833372672,51887411200,470,13.89,15.27,15.23,175497850880
1786816879474856910,130628117788,51891224576,51921403904,470,13.89,15.27,15.23,175496171520
1786816881535761451,130651024653,51844452352,51921403904,470,15.66,15.61,15.34,175495843840
1786816883587138531,130673916938,51875348480,51926253568,470,15.66,15.61,15.34,175493787648
1786816885637545308,130696021286,51880620032,51926253568,470,15.12,15.50,15.31,175491932160
1786816887684881142,130718214815,51878809600,51943227392,470,15.12,15.50,15.31,175491002368
1786816889730797912,130741344054,51883290624,51943227392,470,15.12,15.50,15.31,175489339392
1786816891781185263,130763297999,51891568640,51943227392,470,16.00,15.68,15.37,175487160320
1786816893874000811,130787203104,51850989568,51943227392,470,16.00,15.68,15.37,175486091264
1786816895955715243,130810318510,51886366720,51943227392,470,15.83,15.65,15.36,175484223488
1786816898004679521,130830676255,51903737856,51943227392,470,15.83,15.65,15.36,175481458688
1786816900057201145,130853742238,51865333760,51943227392,470,15.83,15.65,15.36,175480328192
1786816902143866991,130875399632,51876724736,51943227392,470,16.57,15.81,15.41,175477596160
1786816904190128712,130897481116,51885654016,51943227392,470,16.57,15.81,15.41,175476920320
1786816906252634443,130919675710,51883581440,51943227392,470,16.04,15.71,15.38,175474569216
1786816908312075579,130941134225,51839344640,51943227392,470,16.04,15.71,15.38,175470800896
1786816910362486370,130962708623,51845992448,51943227392,470,15.88,15.68,15.38,175470989312
1786816912447971162,130985638645,51898679296,51943227392,470,15.88,15.68,15.38,175467876352
1786816914497396057,131006857383,51878051840,51943227392,470,15.88,15.68,15.38,175466921984
1786816916545659949,131030046398,51860918272,51943227392,470,15.41,15.59,15.35,175464493056
1786816918589283526,131051816907,51869962240,51943227392,470,15.41,15.59,15.35,175462735872
1786816920642191438,131073317815,51889864704,51969122304,470,15.54,15.61,15.36,175461601280
1786816922726381546,131096148331,51858313216,51969122304,470,15.54,15.61,15.36,175460081664
1786816924778737865,131117132145,51912192000,51969122304,470,15.54,15.61,15.36,175458361344
1786816926821868208,131139113096,51864686592,51969122304,470,15.01,15.50,15.32,175455473664
1786816928870666949,131160561426,51867332608,51988406272,470,15.01,15.50,15.32,175454646272
1786816930933130570,131182763705,51826921472,51988406272,470,14.61,15.41,15.29,175453704192
1786816932972362628,131203400059,51863019520,51988406272,470,14.61,15.41,15.29,175450820608
1786816935019822518,131225864805,51863220224,51988406272,470,14.61,15.41,15.29,175448993792
1786816937067479914,131248028388,51829469184,51988406272,470,14.96,15.47,15.31,175447322624
1786816939131778620,131268896616,51830124544,51988406272,470,14.96,15.47,15.31,175445442560
1786816941177554461,131290922234,51881623552,51988406272,470,14.48,15.36,15.28,175443779584
1786816943233240333,131313454937,51876052992,51988406272,470,14.48,15.36,15.28,175441973248
1786816945299904904,131336340220,51914997760,51988406272,470,15.73,15.60,15.36,175441018880
1786816947360822447,131357814024,51915833344,51988406272,470,15.73,15.60,15.36,175439298560
1786816949407533607,131381388633,51961610240,51988406272,470,15.73,15.60,15.36,175438462976
1786816951465868587,131403297471,51964694528,51988406272,470,15.27,15.51,15.33,175436709888
1786816953528891352,131424354677,51918225408,52005908480,470,15.27,15.51,15.33,175436013568
1786816955574929376,131447800413,51912327168,52005908480,470,15.41,15.54,15.34,175434612736
1786816957625669763,131468549801,51968593920,52005908480,470,15.41,15.54,15.34,175433412608
1786816959677953098,131491134688,51987165184,52005908480,470,15.41,15.54,15.34,175432146944
1786816961739921343,131513926625,51947442176,52005908480,470,16.18,15.69,15.39,175429894144
1786816963794434249,131535541023,51924471808,52005908480,470,16.18,15.69,15.39,175427899392
1786816965835342117,131556705119,51948855296,52025982976,470,15.52,15.56,15.35,175427784704
1786816967881086227,131579485434,52030296064,52037734400,470,15.52,15.56,15.35,175425028096
1786816969937015327,131600942615,51969593344,52037734400,470,15.52,15.56,15.35,175423897600
1786816972016427879,131622816303,51990077440,52037734400,470,15.48,15.56,15.35,175424901120
1786816974067218460,131645392189,51965157376,52039864320,470,15.48,15.56,15.35,175424253952
1786816976139761054,131667601336,52016291840,52054593536,470,15.20,15.50,15.33,175422279680
1786816978182522717,131689066176,52004917248,52054593536,470,15.20,15.50,15.33,175420780544
1786816980226113326,131712912381,51968032768,52054593536,470,14.94,15.44,15.31,175419944960
1786816982272872556,131733506075,51971330048,52054593536,470,14.94,15.44,15.31,175417954304
1786816984318533672,131755998248,51972919296,52054593536,470,14.94,15.44,15.31,175415771136
1786816986362875811,131777776973,51963195392,52062502912,470,14.47,15.33,15.28,175415635968
1786816988422460186,131801169470,51992915968,52062502912,470,14.47,15.33,15.28,175413739520
1786816990466392823,131821621722,52016820224,52062502912,470,15.31,15.49,15.33,175412535296
1786816992516295832,131844268588,52007104512,52080758784,470,15.31,15.49,15.33,175411015680
1786816994617226044,131868418370,52009181184,52107472896,470,15.31,15.49,15.33,175410589696
1786816996682914391,131889891242,52019249152,52107472896,470,15.05,15.43,15.31,175409020928
1786816998734494085,131912123377,52021256192,52107472896,470,15.05,15.43,15.31,175408472064
1786817000831338321,131934902440,52027588608,52107472896,470,15.76,15.58,15.36,175406444544
1786817002878094502,131955818201,52021772288,52107472896,470,15.76,15.58,15.36,175404908544
1786817004928575838,131975078611,52012572672,52107472896,470,15.76,15.58,15.36,175403954176
1786817006971237973,131992881008,51992424448,52107472896,470,15.22,15.47,15.32,175403454464
1786817009027318732,132014849372,52019236864,52107472896,470,15.22,15.47,15.32,175401992192
1786817011085645957,132037816657,52013051904,52107472896,470,16.24,15.68,15.39,175401218048
1786817013170095402,132059374096,52020068352,52107472896,470,16.24,15.68,15.39,175399583744
1786817015215516638,132082574364,52019843072,52107472896,470,16.79,15.80,15.43,175398944768
1786817017270969435,132102878954,51974123520,52107472896,470,16.79,15.80,15.43,175397289984
1786817019347772887,132125794319,52000120832,52107472896,470,16.79,15.80,15.43,175395516416
1786817021407398055,132147772598,52003463168,52107472896,470,16.08,15.67,15.39,175395000320
1786817023451248806,132169407336,52054085632,52107472896,470,16.08,15.67,15.39,175392800768
1786817025502630219,132192072092,52010188800,52107472896,470,15.59,15.57,15.36,175391268864
1786817027555563834,132213697373,51986792448,52107472896,470,15.59,15.57,15.36,175390191616
1786817029608252594,132235389392,52050571264,52107472896,470,15.59,15.57,15.36,175388643328
1786817031656174233,132257995379,52063186944,52107472896,470,16.27,15.71,15.41,175387914240
1786817033701207330,132279684329,52058329088,52107472896,470,16.27,15.71,15.41,175385710592
1786817035746107472,132301806090,52035354624,52107472896,470,16.25,15.72,15.41,175384788992
1786817037793984010,132323643234,52087717888,52107472896,470,16.25,15.72,15.41,175383318528
1786817039839201837,132346533139,52059250688,52113186816,470,16.25,15.72,15.41,175382011904
1786817041894262361,132369226677,52057640960,52113186816,470,15.99,15.67,15.40,175380795392
1786817043944270436,132390453370,52106940416,52116537344,470,15.99,15.67,15.40,175379398656
1786817045990499876,132412505029,52093739008,52121772032,470,15.35,15.55,15.36,175378280448
1786817048038741450,132434343463,52119339008,52134121472,470,15.35,15.55,15.36,175376896000
1786817050092932666,132456879296,52063600640,52169576448,470,17.00,15.89,15.47,175376502784
1786817052179808397,132477341087,52092256256,52169576448,470,17.00,15.89,15.47,175374192640
1786817054243426945,132500834138,52073304064,52169576448,470,17.00,15.89,15.47,175373529088
1786817056296818108,132520583672,52098134016,52173926400,470,16.28,15.75,15.43,175371456512
1786817058350902036,132542887381,52081983488,52173926400,470,16.28,15.75,15.43,175370342400
1786817060432009805,132564131797,52079165440,52173926400,470,16.26,15.76,15.44,175368388608
1786817062478104918,132585158136,52083679232,52173926400,470,16.26,15.76,15.44,175366868992
1786817064526673802,132607242313,52089163776,52173926400,470,16.26,15.76,15.44,175365079040
1786817066569709249,132628559440,52088463360,52173926400,470,17.76,16.08,15.54,175363584000
1786817068613337302,132650593259,52069187584,52173926400,470,17.76,16.08,15.54,175363022848
1786817070666291331,132672483407,52128473088,52173926400,470,16.98,15.94,15.50,175360741376
1786817072716982419,132693543215,52086362112,52173926400,470,16.98,15.94,15.50,175359500288
1786817074770995992,132716156814,52131745792,52173926400,470,16.98,15.94,15.50,175357857792
1786817076851351477,132737817418,52158599168,52204691456,470,16.26,15.81,15.46,175356817408
1786817078933782395,132759763642,52133580800,52204691456,470,16.26,15.81,15.46,175355559936
1786817080994498048,132782546170,52143849472,52204691456,470,17.12,16.00,15.52,175353786368
1786817083049635800,132804437693,52148559872,52217483264,470,17.12,16.00,15.52,175352471552
1786817085097437155,132825801330,52148494336,52238876672,470,16.47,15.88,15.49,175351386112
1786817087143730598,132848071173,52167766016,52238876672,470,16.47,15.88,15.49,175349776384
1786817089187068716,132870681370,52172648448,52238876672,470,16.47,15.88,15.49,175348760576
1786817091251943108,132891878033,52122836992,52238876672,470,16.51,15.90,15.50,175347015680
1786817093293754748,132915269358,52125229056,52238876672,470,16.51,15.90,15.50,175347007488
1786817095337836172,132936730422,52101844992,52238876672,470,16.55,15.92,15.50,175346196480
1786817097395836125,132957912150,52108124160,52238876672,470,16.55,15.92,15.50,175343370240
1786817099462285787,132980693680,52125974528,52238876672,470,16.55,15.92,15.50,175342010368
1786817101540758155,133002706559,52178038784,52238876672,470,16.18,15.85,15.48,175340191744
1786817103589081520,133025217002,52143304704,52238876672,470,16.18,15.85,15.48,175338459136
1786817105625520668,133044796595,52113731584,52238876672,470,15.53,15.72,15.44,175336505344
1786817107675061109,133067468584,52130762752,52238876672,470,15.53,15.72,15.44,175335088128
1786817109722771979,133088948131,52128251904,52238876672,470,15.53,15.72,15.44,175333179392
1786817111769389091,133109884520,52114554880,52238876672,470,15.01,15.61,15.41,175330508800
1786817113818786198,133132173564,52143177728,52238876672,470,15.01,15.61,15.41,175330820096
1786817115866747613,133155134878,52141940736,52238876672,470,15.73,15.75,15.46,175328518144
1786817117922229372,133175568839,52165668864,52238876672,470,15.73,15.75,15.46,175327330304
1786817119977136659,133198914425,52160147456,52238876672,470,15.73,15.75,15.46,175325810688
1786817122031920613,133219659827,52195172352,52238876672,470,15.99,15.80,15.47,175323697152
1786817124081127602,133242135380,52172791808,52238876672,470,15.99,15.80,15.47,175322677248
1786817126149953855,133264337049,52170878976,52238876672,470,15.43,15.69,15.44,175319678976
1786817128202240848,133286634340,52149432320,52238876672,470,15.43,15.69,15.44,175317598208
1786817130273965555,133308030599,52135260160,52238876672,470,15.15,15.63,15.42,175316574208
1786817132321861830,133329964805,52172226560,52249862144,470,15.15,15.63,15.42,175314255872
1786817134372201835,133352598369,52180070400,52249862144,470,15.15,15.63,15.42,175313616896
1786817136416974442,133373368865,52208033792,52249862144,470,14.82,15.55,15.40,175310934016
1786817138454566998,133395204558,52168638464,52249862144,470,14.82,15.55,15.40,175309905920
1786817140504669887,133416489145,52188135424,52251193344,470,15.80,15.74,15.46,175308775424
1786817142556750039,133435980094,52167532544,52251193344,470,15.80,15.74,15.46,175306633216
1786817144629513417,133458078361,52155301888,52251193344,470,15.80,15.74,15.46,175304462336
1786817146678547154,133478312923,52096110592,52251193344,470,15.25,15.63,15.42,175302483968
1786817148724034151,133499273311,52154667008,52251193344,470,15.25,15.63,15.42,175300308992
1786817150797965473,133520939222,52103553024,52251193344,470,16.11,15.80,15.48,175298985984
1786817152849773293,133540607641,52106059776,52251193344,470,16.11,15.80,15.48,175296270336
1786817154892747693,133562449837,52148576256,52251193344,470,16.11,15.80,15.48,175294726144
1786817156944352592,133582038384,52150190080,52275593216,470,16.18,15.82,15.49,175292985344
1786817158992620353,133603143661,52177313792,52275593216,470,16.18,15.82,15.49,175290920960
1786817161042263965,133623557147,52177010688,52275593216,470,15.45,15.68,15.44,175288938496
1786817163084394288,133643524749,52190150656,52275593216,470,15.45,15.68,15.44,175287595008
1786817165132362680,133665307498,52248043520,52275593216,470,14.85,15.55,15.40,175285551104
1786817167179636702,133686267999,52249690112,52311851008,470,14.85,15.55,15.40,175283847168
1786817169226721602,133707115267,52250116096,52311851008,470,14.85,15.55,15.40,175282266112
1786817171272300125,133728493323,52254789632,52314124288,470,14.30,15.42,15.36,175281893376
1786817173324060394,133749683642,52247228416,52328128512,470,14.30,15.42,15.36,175280390144
1786817175374267256,133770709594,52250886144,52348047360,470,13.80,15.30,15.32,175278755840
1786817177416809061,133791786137,52272975872,52348047360,470,13.80,15.30,15.32,175276736512
1786817179459191691,133813323099,52301426688,52351324160,470,13.80,15.30,15.32,175274819584
1786817181510211672,133834255699,52307156992,52363182080,470,13.65,15.24,15.31,175273848832
1786817183557612694,133855950396,52304785408,52363182080,470,13.65,15.24,15.31,175272292352
1786817185601290789,133877273462,52279578624,52394852352,470,13.20,15.12,15.27,175271403520
1786817187648394227,133897216152,52280037376,52394852352,470,13.20,15.12,15.27,175269220352
1786817189710236138,133919241012,52369100800,52394852352,470,13.20,15.12,15.27,175266148352
1786817191752682286,133940567806,52286230528,52408246272,470,12.86,15.02,15.23,175265652736
1786817193798891261,133961601391,52340051968,52408246272,470,12.86,15.02,15.23,175262781440
